population
33022.000,33258.000,33382.000,33514.000,34318.000,34568.000,34947.000,35639.000,36581.000,37647.000,38781.000,39952.000,40757.000,41279.000,41212.000,41267.000,41586.000,41178.000,41403.000,42026.000,42851.000,43743.000,44035.000,44298.000,44150.000,44405.000,44760.000,44707.000,45030.000,44848.000,44424.000,44264.000,44015.000
14224.000,14634.000,14985.000,15021.000,15419.000,15579.000,16059.000,16295.000,16828.000,17728.000,17915.000,18338.000,18789.000,18571.000,18704.000,18505.000,18701.000,19087.000,19526.000,20308.000,21270.000,23986.000,27012.000,27306.000,27942.000,28105.000,27802.000,27981.000,28340.000,28187.000,27624.000,27469.000,27367.000
7261.000,7531.000,7728.000,7778.000,7700.000,7907.000,7853.000,7970.000,8231.000,8291.000,8443.000,8689.000,8988.000,9268.000,9467.000,9630.000,9499.000,9368.000,9350.000,9361.000,9662.000,9677.000,9779.000,9859.000,9700.000,9835.000,9761.000,9864.000,9861.000,9611.000,9509.000,9417.000,9310.000
98868.000,99708.000,100115.000,103038.000,104378.000,105501.000,104239.000,105158.000,106256.000,107430.000,107777.000,108931.000,110338.000,109889.000,109638.000,110275.000,111050.000,111702.000,112818.000,114774.000,117161.000,119746.000,121375.000,123032.000,124147.000,123990.000,125927.000,126162.000,127086.000,127087.000,126676.000,126326.000,126591.000
7261.000,7687.000,7939.000,8273.000,8763.000,9096.000,9594.000,9855.000,10511.000,11178.000,11600.000,11955.000,12323.000,12316.000,12467.000,12750.000,12881.000,12811.000,12715.000,13051.000,13145.000,13052.000,13097.000,13216.000,13268.000,13552.000,13525.000,13485.000,13278.000,13171.000,13050.000,13013.000,12963.000
76290.000,77980.000,79434.000,80656.000,84249.000,86651.000,92082.000,94909.000,100157.000,103572.000,112199.000,116590.000,120270.000,121513.000,122807.000,125322.000,128461.000,130119.000,132958.000,136627.000,140997.000,148606.000,153746.000,156800.000,157735.000,158621.000,159198.000,159737.000,160761.000,162034.000,161987.000,163834.000,167257.000
16611.000,16866.000,17231.000,17652.000,17644.000,18168.000,18596.000,18643.000,19352.000,19963.000,21137.000,21851.000,22570.000,23370.000,23558.000,23830.000,24128.000,24639.000,26051.000,26681.000,27334.000,27666.000,28001.000,28603.000,28774.000,28544.000,28825.000,31874.000,34123.000,34030.000,33838.000,33764.000,33807.000
29044.000,29614.000,30115.000,29971.000,30922.000,31880.000,32307.000,33357.000,34500.000,35936.000,37321.000,39165.000,40196.000,41329.000,42260.000,43203.000,44325.000,44845.000,45982.000,47173.000,48558.000,49913.000,51205.000,52189.000,52690.000,53670.000,54689.000,54943.000,55049.000,55394.000,55517.000,56157.000,56824.000
11637.000,11778.000,12125.000,12509.000,13139.000,13577.000,13991.000,14185.000,15077.000,15760.000,16701.000,17440.000,17808.000,18176.000,18024.000,18154.000,18606.000,18693.000,19014.000,19316.000,19410.000,19826.000,20167.000,20736.000,20931.000,20786.000,20823.000,20780.000,20853.000,20831.000,20921.000,20783.000,20839.000
101057.000,102682.000,105916.000,112775.000,113223.000,117295.000,121626.000,125377.000,129470.000,131797.000,138531.000,144828.000,148451.000,151913.000,154263.000,156791.000,160680.000,163233.000,166970.000,171909.000,176583.000,183652.000,187678.000,190409.000,192831.000,194648.000,196083.000,196327.000,197994.000,199993.000,201282.000,203791.000,206007.000
49733.000,51267.000,52008.000,52517.000,55063.000,56524.000,57243.000,58926.000,61122.000,62985.000,65018.000,67093.000,68385.000,69726.000,70700.000,71811.000,73390.000,74293.000,75320.000,76493.000,78444.000,80859.000,81729.000,81978.000,82126.000,82427.000,83277.000,83887.000,84370.000,85062.000,85665.000,86416.000,86800.000
17207.000,17486.000,17396.000,17518.000,18260.000,18522.000,19150.000,19687.000,20109.000,20038.000,20991.000,21498.000,22050.000,22346.000,22873.000,22835.000,23171.000,23214.000,23318.000,23844.000,24428.000,24919.000,25181.000,25510.000,25663.000,25796.000,26040.000,26170.000,26270.000,26185.000,26332.000,26460.000,26392.000
2387.000,2391.000,2444.000,2381.000,2469.000,2470.000,2699.000,2862.000,2898.000,2887.000,3037.000,3076.000,3083.000,3276.000,3292.000,3273.000,3270.000,3237.000,3251.000,3328.000,3310.000,3323.000,3336.000,3322.000,3395.000,3396.000,3466.000,3498.000,3488.000,3515.000,3480.000,3576.000,3550.000
44660.000,44964.000,45305.000,44328.000,44929.000,45161.000,45411.000,47292.000,47489.000,48275.000,48930.000,49808.000,50013.000,51175.000,51721.000,52404.000,53330.000,53778.000,54774.000,55841.000,57010.000,58645.000,59524.000,60768.000,61275.000,61877.000,61070.000,60905.000,60111.000,60093.000,59881.000,60350.000,61232.000
18799.000,19805.000,20929.000,21839.000,23471.000,24131.000,25629.000,27425.000,29580.000,32228.000,34740.000,36831.000,38623.000,39991.000,41805.000,43812.000,45494.000,46135.000,47139.000,47911.000,48942.000,51149.000,53036.000,54358.000,55492.000,56097.000,56265.000,56331.000,56275.000,56695.000,57214.000,58595.000,60440.000
25264.000,26593.000,27421.000,28669.000,31307.000,32975.000,34629.000,37383.000,40537.000,44623.000,48351.000,52568.000,56160.000,59087.000,60782.000,62829.000,65287.000,67718.000,70556.000,73369.000,76133.000,79172.000,81288.000,82920.000,83887.000,85185.000,86523.000,87861.000,89137.000,90170.000,90899.000,92520.000,93836.000
12334.000,12416.000,12350.000,12161.000,12241.000,12426.000,12620.000,12833.000,12764.000,12707.000,12939.000,12875.000,13184.000,13872.000,14109.000,14159.000,14701.000,14930.000,14972.000,15494.000,16004.000,16335.000,16572.000,16834.000,16997.000,17252.000,17584.000,17909.000,18262.000,18419.000,18620.000,18847.000,19096.000
75693.000,78215.000,80905.000,83119.000,85493.000,88238.000,90854.000,95382.000,99562.000,107673.000,112758.000,118332.000,122444.000,126216.000,128535.000,132575.000,136789.000,141432.000,147363.000,153610.000,162658.000,175477.000,181611.000,187268.000,192655.000,199290.000,207071.000,214726.000,222168.000,231179.000,240928.000,251293.000,264556.000
